SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,KMA_LAT,KMA_LON,KMA_CAT,KMA_WIND,KMA_PRES,KMA_R50_DIR,KMA_R50_LONG,KMA_R50_SHORT,KMA_R30_DIR,KMA_R30_LONG,KMA_R30_SHORT,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
2022266N12294,2022,80,,,IAN,2022-09-30 18:05:00,TS,33.3,-79.2,70,978,hurdat_atl,main,0,0,V______________,hurdat_atl,AL092022,33.3,-79.2,L,HU,70,978,1,190,130,100,60,80,60,80,40,0,30,40,0,1007,210,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,300,270,180, ,8,0
2022266N12294,2022,80,,,IAN,2022-09-30 21:00:00,TS,33.7,-79.2, , , ,main,0,0,P______________, ,AL092022,33.7,-79.2, ,TS,60,984,0,175,150,51,30,41,75,41,20, , , , ,1007,210,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,295,275,190, ,11,355
2023249N12320,2023,56,,,LEE,2023-09-05 12:00:00,TS,12.2,-39.6,30,1008,hurdat_atl,main,1562,1519,O______________,hurdat_atl,AL132023,12.2,-39.6, ,TD,30,1008,-1, , , , , , , , , , , , ,1012,210,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,17,300
2023249N12320,2023,56,,,LEE,2023-09-05 15:00:00,TS,12.6,-40.4, , , ,main,1517,1478,P______________, ,AL132023,12.6,-40.4, ,TD,33,1007,-1, , , , , , , , , , , , ,1012,210,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,295
2023249N12320,2023,56,,,LEE,2023-09-05 18:00:00,TS,12.9,-41.1,35,1006,hurdat_atl,main,1478,1435,O______________,hurdat_atl,AL132023,12.9,-41.1, ,TS,35,1006,0,60,0,0,60, , , , , , , , ,1012,210,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45, , , , ,12,60, , , ,15,290
2023249N12320,2023,56,,,LEE,2023-09-05 21:00:00,TS,13.1,-41.8, , , ,main,1435,1388,P______________, ,AL132023,13.1,-41.8, ,TS,40,1005,0,60,10,0,60, , , , , , , , ,1012,210,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,60, , , ,14,280
2023249N12320,2023,56,,,LEE,2023-09-06 00:00:00,TS,13.2,-42.5,45,1003,hurdat_atl,main,1388,1344,O______________,hurdat_atl,AL132023,13.2,-42.5, ,TS,45,1003,0,60,20,0,60, , , , , , , , ,1012,210,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55, , , , ,12,60, , , ,14,280
2023249N12320,2023,56,,,LEE,2023-09-06 03:00:00,TS,13.3,-43.2, , , ,main,1344,1312,P______________, ,AL132023,13.3,-43.2, ,TS,50,1000,0,65,35,15,60,15, , , , , , , ,1012,210,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,60, , , ,14,280
2023249N12320,2023,56,,,LEE,2023-09-06 06:00:00,TS,13.5,-43.9,55,997,hurdat_atl,main,1312,1294,O______________,hurdat_atl,AL132023,13.5,-43.9, ,TS,55,997,0,70,50,30,60,30,0,0,0, , , , ,1012,210,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,65, , , , ,12,60,30, ,60,13,290
2023249N12320,2023,56,,,LEE,2023-09-06 09:00:00,TS,13.7,-44.5, , , ,main,1290,1284,P______________, ,AL132023,13.7,-44.5, ,TS,58,996,0,70,55,35,65,30,10,0,10, , , , ,1012,210,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,60,30, ,60,12,295
2023249N12320,2023,56,,,LEE,2023-09-06 12:00:00,TS,14.0,-45.0,60,994,hurdat_atl,main,1287,1273,O______________,hurdat_atl,AL132023,14.0,-45.0, ,TS,60,994,0,70,60,40,70,30,20,0,20, , , , ,1012,210,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,75, , , , ,12,60,30, ,60,12,300
2023249N12320,2023,56,,,LEE,2023-09-06 15:00:00,TS,14.3,-45.6, , , ,main,1275,1267,P______________, ,AL132023,14.3,-45.6, ,TS,63,993,0,75,65,45,70,35,25,10,25, , , , ,1012,225,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,90,60, ,60,12,300
2023249N12320,2023,56,,,LEE,2023-09-06 18:00:00,TS,14.6,-46.1,65,991,hurdat_atl,main,1270,1259,O______________,hurdat_atl,AL132023,14.6,-46.1, ,HU,65,991,1,80,70,50,70,40,30,20,30,15,0,0,0,1011,240,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,80, , , , ,12,120,90,30,60,12,300
2023249N12320,2023,56,,,LEE,2023-09-06 21:00:00,TS,14.9,-46.6, , , ,main,1269,1257,P______________, ,AL132023,14.9,-46.6, ,HU,68,990,1,80,70,50,70,40,30,20,30,15,0,0,0,1012,240,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,135,105,45,75,11,295
2023249N12320,2023,56,,,LEE,2023-09-07 00:00:00,TS,15.1,-47.1,70,989,hurdat_atl,main,1261,1256,O______________,hurdat_atl,AL132023,15.1,-47.1, ,HU,70,989,1,80,70,50,70,40,30,20,30,15,0,0,0,1013,240,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,85, , , , ,12,150,120,60,90,11,295
2023249N12320,2023,56,,,LEE,2023-09-07 03:00:00,TS,15.3,-47.6, , , ,main,1256,1251,P______________, ,AL132023,15.3,-47.6, ,HU,73,988,1,85,75,50,70,40,30,20,30,15,0,0,8,1013,240,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,163,120,60,90,12,295
2023249N12320,2023,56,,,LEE,2023-09-07 06:00:00,TS,15.6,-48.2,75,986,hurdat_atl,main,1258,1254,O______________,hurdat_atl,AL132023,15.6,-48.2, ,HU,75,986,1,90,80,50,70,40,30,20,30,15,0,0,15,1013,240,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,85, , , , ,12,175,120,60,90,12,295
2023249N12320,2023,56,,,LEE,2023-09-07 09:00:00,TS,15.8,-48.8, , , ,main,1254,1251,P______________, ,AL132023,15.8,-48.8, ,HU,80,983,1,100,95,50,75,40,30,25,30,20,10,8,18,1013,255,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,178,120,75,105,13,295
2023249N12320,2023,56,,,LEE,2023-09-07 12:00:00,TS,16.1,-49.4,85,980,hurdat_atl,main,1256,1249,O______________,hurdat_atl,AL132023,16.1,-49.4, ,HU,85,980,2,110,110,50,80,40,30,30,30,25,20,15,20,1013,270,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100, , , , ,12,180,120,90,120,13,295
2023249N12320,2023,56,,,LEE,2023-09-07 15:00:00,TS,16.4,-50.1, , , ,main,1257,1250,P______________, ,AL132023,16.4,-50.1, ,HU,95,971,2,115,110,50,80,40,30,30,35,28,20,18,20,1012,260,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,180,135,90,120,13,290
2023249N12320,2023,56,,,LEE,2023-09-07 18:00:00,TS,16.6,-50.7,105,961,hurdat_atl,main,1257,1254,O______________,hurdat_atl,AL132023,16.6,-50.7, ,HU,105,961,3,120,110,50,80,40,30,30,40,30,20,20,20,1011,250,15,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,130, , , , ,12,180,150,90,120,12,290
2023249N12320,2023,56,,,LEE,2023-09-07 21:00:00,TS,16.8,-51.3, , , ,main,1250,1218,P______________, ,AL132023,16.8,-51.3, ,HU,120,947,4,120,110,50,80,50,35,30,40,35,25,20,25,1011,215,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,180,150,90,120,11,290
2023249N12320,2023,56,,,LEE,2023-09-08 00:00:00,TS,17.0,-51.8,135,933,hurdat_atl,main,1218,1179,O______________,hurdat_atl,AL132023,17.0,-51.8, ,HU,135,933,4,120,110,50,80,60,40,30,40,40,30,20,30,1011,180,10,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,165, , , , ,12,180,150,90,120,12,290
2023249N12320,2023,56,,,LEE,2023-09-08 03:00:00,TS,17.2,-52.4, , , ,main,1179,1150,P______________, ,AL132023,17.2,-52.4, ,HU,140,930,5,120,110,50,80,65,50,35,45,40,30,25,30,1011,180,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,195,150,90,135,13,295
2023249N12320,2023,56,,,LEE,2023-09-08 06:00:00,TS,17.5,-53.0,145,926,hurdat_atl,main,1150,1125,O______________,hurdat_atl,AL132023,17.5,-53.0, ,HU,145,926,5,120,110,50,80,70,60,40,50,40,30,30,30,1010,180,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,175, , , , ,12,210,150,90,150,12,290
2023249N12320,2023,56,,,LEE,2023-09-08 09:00:00,TS,17.7,-53.6, , , ,main,1118,1095,P______________, ,AL132023,17.7,-53.6, ,HU,140,933,5,120,110,55,80,70,60,35,55,35,30,28,30,1010,180,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,225,150,90,180,11,290
2023249N12320,2023,56,,,LEE,2023-09-08 12:00:00,TS,17.9,-54.1,135,940,hurdat_atl,main,1096,1083,O______________,hurdat_atl,AL132023,17.9,-54.1, ,HU,135,940,4,120,110,60,80,70,60,30,60,30,30,25,30,1010,180,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,160, , , , ,12,240,150,90,210,11,295
2023249N12320,2023,56,,,LEE,2023-09-08 15:00:00,TS,18.2,-54.6, , , ,main,1086,1074,P______________, ,AL132023,18.2,-54.6, ,HU,130,941,4,125,115,60,85,70,55,30,60,30,30,23,30,1010,190,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,240,165,105,210,11,300
2023249N12320,2023,56,,,LEE,2023-09-08 18:00:00,TS,18.5,-55.1,125,941,hurdat_atl,main,1079,1065,O______________,hurdat_atl,AL132023,18.5,-55.1, ,HU,125,941,4,130,120,60,90,70,50,30,60,30,30,20,30,1010,200,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,160, , , , ,12,240,180,120,210,11,300
2023249N12320,2023,56,,,LEE,2023-09-08 21:00:00,TS,18.8,-55.6, , , ,main,1054,1013,P______________, ,AL132023,18.8,-55.6, ,HU,115,950,4,140,120,65,95,70,50,35,60,28,28,18,28,1011,175,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,240,180,135,225,10,300
2023249N12320,2023,56,,,LEE,2023-09-09 00:00:00,TS,19.0,-56.0,105,958,hurdat_atl,main,1013,962,O______________,hurdat_atl,AL132023,19.0,-56.0, ,HU,105,958,3,150,120,70,100,70,50,40,60,25,25,15,25,1011,150,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,130, , , , ,12,240,180,150,240,10,300
2023249N12320,2023,56,,,LEE,2023-09-09 03:00:00,TS,19.2,-56.5, , , ,main,962,912,P______________, ,AL132023,19.2,-56.5, ,HU,103,961,3,150,120,70,100,70,50,40,60,25,25,15,25,1011,150,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,240,180,180,270,11,300
2023249N12320,2023,56,,,LEE,2023-09-09 06:00:00,TS,19.5,-57.0,100,963,hurdat_atl,main,912,873,O______________,hurdat_atl,AL132023,19.5,-57.0, ,HU,100,963,3,150,120,70,100,70,50,40,60,25,25,15,25,1011,150,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,240,180,210,300,10,300
2023249N12320,2023,56,,,LEE,2023-09-09 09:00:00,TS,19.8,-57.5, , , ,main,865,828,P______________, ,AL132023,19.8,-57.5, ,HU,100,959,3,150,120,70,100,70,50,40,60,28,25,15,25,1011,150,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,255,165,210,315,10,300
2023249N12320,2023,56,,,LEE,2023-09-09 12:00:00,TS,20.0,-57.9,100,954,hurdat_atl,main,828,792,O______________,hurdat_atl,AL132023,20.0,-57.9, ,HU,100,954,3,150,120,70,100,70,50,40,60,30,25,15,25,1011,150,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,270,150,210,330,10,300
2023249N12320,2023,56,,,LEE,2023-09-09 15:00:00,TS,20.2,-58.4, , , ,main,781,747,P______________, ,AL132023,20.2,-58.4, ,HU,98,956,3,155,135,75,105,75,60,35,55,33,25,18,25,1011,150,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,255,150,210,330,9,295
2023249N12320,2023,56,,,LEE,2023-09-09 18:00:00,TS,20.4,-58.8,95,958,hurdat_atl,main,747,720,O______________,hurdat_atl,AL132023,20.4,-58.8, ,HU,95,958,2,160,150,80,110,80,70,30,50,35,25,20,25,1011,150,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,240,150,210,330,8,300
2023249N12320,2023,56,,,LEE,2023-09-09 21:00:00,TS,20.6,-59.2, , , ,main,714,692,P______________, ,AL132023,20.6,-59.2, ,HU,90,959,2,160,150,80,110,80,70,30,50,35,25,20,28,1011,150,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,240,165,195,315,8,300
2023249N12320,2023,56,,,LEE,2023-09-10 00:00:00,TS,20.8,-59.5,85,960,hurdat_atl,main,692,673,O______________,hurdat_atl,AL132023,20.8,-59.5, ,HU,85,960,2,160,150,80,110,80,70,30,50,35,25,20,30,1011,150,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,115, , , , ,12,240,180,180,300,8,300
2023249N12320,2023,56,,,LEE,2023-09-10 03:00:00,TS,21.0,-59.9, , , ,main,663,645,P______________, ,AL132023,21.0,-59.9, ,HU,88,960,2,150,140,80,110,80,65,30,60,35,28,20,33,1011,150,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,240,180,210,300,8,300
2023249N12320,2023,56,,,LEE,2023-09-10 06:00:00,TS,21.2,-60.2,90,960,hurdat_atl,main,645,624,O______________,hurdat_atl,AL132023,21.2,-60.2, ,HU,90,960,2,140,130,80,110,80,60,30,70,35,30,20,35,1011,150,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,110, , , , ,12,240,180,240,300,7,300
2023249N12320,2023,56,,,LEE,2023-09-10 09:00:00,TS,21.3,-60.5, , , ,main,624,609,P______________, ,AL132023,21.3,-60.5, ,HU,93,958,2,140,130,80,110,80,60,30,75,35,30,20,35,1012,165,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,240,180,240,300,6,300
2023249N12320,2023,56,,,LEE,2023-09-10 12:00:00,TS,21.5,-60.8,95,956,hurdat_atl,main,609,597,O______________,hurdat_atl,AL132023,21.5,-60.8, ,HU,95,956,2,140,130,80,110,80,60,30,80,35,30,20,35,1012,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,115, , , , ,12,240,180,240,300,7,300
2023249N12320,2023,56,,,LEE,2023-09-10 15:00:00,TS,21.7,-61.1, , , ,main,597,587,P______________, ,AL132023,21.7,-61.1, ,HU,100,955,3,145,135,90,125,85,65,40,80,43,33,25,40,1012,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,270,180,240,300,7,305
2023249N12320,2023,56,,,LEE,2023-09-10 18:00:00,TS,21.9,-61.4,105,954,hurdat_atl,main,587,579,O______________,hurdat_atl,AL132023,21.9,-61.4, ,HU,105,954,3,150,140,100,140,90,70,50,80,50,35,30,45,1011,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,300,180,240,300,6,310
2023249N12320,2023,56,,,LEE,2023-09-10 21:00:00,TS,22.1,-61.7, , , ,main,580,580,P______________, ,AL132023,22.1,-61.7, ,HU,105,952,3,150,140,100,140,100,75,55,85,58,38,35,50,1011,190,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,300,180,240,300,6,310
