SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,KMA_LAT,KMA_LON,KMA_CAT,KMA_WIND,KMA_PRES,KMA_R50_DIR,KMA_R50_LONG,KMA_R50_SHORT,KMA_R30_DIR,KMA_R30_LONG,KMA_R30_SHORT,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
2019236N10314,2019,53,,,DORIAN,2019-09-01 15:00:00,TS,26.5,-76.8, , , ,main,197,185,P______________, ,AL052019,26.5,-76.8, ,HU,158,916,5,110,110,70,90,60,50,50,50,35,30,25,25,1011,140,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,150,120,105,180,6,270
2019236N10314,2019,53,,,DORIAN,2019-09-01 16:40:00,TS,26.5,-77.0,160,910,hurdat_atl,main,185,180,V______________,hurdat_atl,AL052019,26.5,-77.0,L,HU,160,910,5,110,110,70,90,60,50,50,50,35,30,25,25,1011,140,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,150,120,97,180,4,270
2019236N10314,2019,53,,,DORIAN,2019-09-01 18:00:00,TS,26.5,-77.1,160,910,hurdat_atl,main,180,167,O______________,hurdat_atl,AL052019,26.5,-77.1, ,HU,160,910,5,120,120,70,90,60,50,50,50,35,30,25,25,1011,150,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,195, , , , ,12,150,120,90,180,5,275
2019236N10314,2019,53,,,DORIAN,2019-09-01 21:00:00,TS,26.5,-77.4, , , ,main,167,167,P______________, ,AL052019,26.5,-77.4, ,HU,158,912,5,120,120,75,95,65,55,50,50,38,30,25,25,1011,150,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,165,120,90,195,5,280
2019236N10314,2019,53,,,DORIAN,2019-09-02 00:00:00,TS,26.6,-77.7,155,914,hurdat_atl,main,170,168,O______________,hurdat_atl,AL052019,26.6,-77.7, ,HU,155,914,5,120,120,80,100,70,60,50,50,40,30,25,25,1011,150,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,190, , , , ,12,180,120,90,210,4,280
2019236N10314,2019,53,,,DORIAN,2019-09-02 02:15:00,TS,26.6,-77.8,155,914,hurdat_atl,main,168,168,V______________,hurdat_atl,AL052019,26.6,-77.8,L,HU,155,914,5,120,120,80,100,70,60,50,50,40,30,25,25,1011,150,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,169,120,79,199,2,270
2019236N10314,2019,53,,,DORIAN,2019-09-02 03:00:00,TS,26.6,-77.8, , , ,main,168,167,P______________, ,AL052019,26.6,-77.8, ,HU,153,914,5,122,120,80,100,70,60,50,50,40,30,25,25,1011,152,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,165,120,75,195,3,270
2019236N10314,2019,53,,,DORIAN,2019-09-02 06:00:00,TS,26.6,-78.0,145,916,hurdat_atl,main,167,167,O______________,hurdat_atl,AL052019,26.6,-78.0, ,HU,145,916,5,130,120,80,100,70,60,50,50,40,30,25,25,1011,160,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,175, , , , ,12,150,120,60,180,3,280
2019236N10314,2019,53,,,DORIAN,2019-09-02 09:00:00,TS,26.6,-78.2, , , ,main,167,167,P______________, ,AL052019,26.6,-78.2, ,HU,140,922,5,130,120,80,100,75,65,50,50,40,30,25,25,1011,165,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,165,120,75,195,3,290
2019236N10314,2019,53,,,DORIAN,2019-09-02 12:00:00,TS,26.7,-78.3,135,927,hurdat_atl,main,169,159,O______________,hurdat_atl,AL052019,26.7,-78.3, ,HU,135,927,4,130,120,80,100,80,70,50,50,40,30,25,25,1011,170,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,170, , , , ,12,180,120,90,210,2,300
2019236N10314,2019,53,,,DORIAN,2019-09-02 15:00:00,TS,26.7,-78.4, , , ,main,159,158,P______________, ,AL052019,26.7,-78.4, ,HU,130,933,4,135,125,85,100,80,70,50,50,40,30,25,28,1011,175,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,180,120,90,210,1,320
2019236N10314,2019,53,,,DORIAN,2019-09-02 18:00:00,TS,26.8,-78.4,125,938,hurdat_atl,main,158,148,O______________,hurdat_atl,AL052019,26.8,-78.4, ,HU,125,938,4,140,130,90,100,80,70,50,50,40,30,25,30,1011,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,150, , , , ,12,180,120,90,210,1,325
2019236N10314,2019,53,,,DORIAN,2019-09-02 21:00:00,TS,26.9,-78.5, , , ,main,149,149,P______________, ,AL052019,26.9,-78.5, ,HU,120,941,4,140,130,90,105,80,70,50,55,40,30,25,35,1011,185,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,180,105,90,210,1,320
2019236N10314,2019,53,,,DORIAN,2019-09-03 00:00:00,TS,26.9,-78.5,115,944,hurdat_atl,main,149,149,O______________,hurdat_atl,AL052019,26.9,-78.5, ,HU,115,944,4,140,130,90,110,80,70,50,60,40,30,25,40,1011,190,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,145, , , , ,12,180,90,90,210,1,345
2019236N10314,2019,53,,,DORIAN,2019-09-03 03:00:00,TS,26.9,-78.5, , , ,main,150,150,P______________, ,AL052019,26.9,-78.5, ,HU,110,947,3,140,130,90,115,85,75,55,60,43,33,25,40,1011,195,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0
2019236N10314,2019,53,,,DORIAN,2019-09-03 06:00:00,TS,27.0,-78.5,105,950,hurdat_atl,main,150,150,O______________,hurdat_atl,AL052019,27.0,-78.5, ,HU,105,950,3,140,130,90,120,90,80,60,60,45,35,25,40,1011,200,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0
2019236N10314,2019,53,,,DORIAN,2019-09-03 09:00:00,TS,27.0,-78.5, , , ,main,150,150,P______________, ,AL052019,27.0,-78.5, ,HU,103,952,3,145,130,90,125,90,80,60,65,45,35,25,40,1012,200,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0
2019236N10314,2019,53,,,DORIAN,2019-09-03 12:00:00,TS,27.1,-78.5,100,954,hurdat_atl,main,152,152,O______________,hurdat_atl,AL052019,27.1,-78.5, ,HU,100,954,3,150,130,90,130,90,80,60,70,45,35,25,40,1012,200,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,180,120,100,270,3,355
2019236N10314,2019,53,,,DORIAN,2019-09-03 15:00:00,TS,27.3,-78.5, , , ,main,158,153,P______________, ,AL052019,27.3,-78.5, ,HU,98,957,3,150,130,95,130,90,80,60,75,48,38,28,43,1012,205,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,195,120,100,255,5,350
2019236N10314,2019,53,,,DORIAN,2019-09-03 18:00:00,TS,27.6,-78.6,95,959,hurdat_atl,main,162,162,O______________,hurdat_atl,AL052019,27.6,-78.6, ,HU,95,959,2,150,130,100,130,90,80,60,80,50,40,30,45,1012,210,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,115, , , , ,12,210,120,100,240,5,345
2019236N10314,2019,53,,,DORIAN,2019-09-03 21:00:00,TS,27.8,-78.7, , , ,main,162,162,P______________, ,AL052019,27.8,-78.7, ,HU,93,959,2,150,130,100,135,95,80,60,85,50,40,30,48,1012,210,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,210,120,100,240,5,340
2019236N10314,2019,53,,,DORIAN,2019-09-04 00:00:00,TS,28.1,-78.8,90,959,hurdat_atl,main,166,146,O______________,hurdat_atl,AL052019,28.1,-78.8, ,HU,90,959,2,150,130,100,140,100,80,60,90,50,40,30,50,1012,210,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,115, , , , ,12,210,120,100,240,7,335
2019236N10314,2019,53,,,DORIAN,2019-09-04 03:00:00,TS,28.4,-79.0, , , ,main,146,128,P______________, ,AL052019,28.4,-79.0, ,HU,90,962,2,150,130,100,140,100,80,60,90,50,40,30,50,1012,215,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,225,135,110,240,8,335
2019236N10314,2019,53,,,DORIAN,2019-09-04 06:00:00,TS,28.8,-79.2,90,964,hurdat_atl,main,131,120,O______________,hurdat_atl,AL052019,28.8,-79.2, ,HU,90,964,2,150,130,100,140,100,80,60,90,50,40,30,50,1012,220,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,115, , , , ,12,240,150,120,240,8,330
2019236N10314,2019,53,,,DORIAN,2019-09-04 09:00:00,TS,29.2,-79.4, , , ,main,132,124,P______________, ,AL052019,29.2,-79.4, ,HU,90,964,2,150,130,100,140,100,80,60,90,50,40,35,50,1012,220,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,240,165,135,225,8,335
2019236N10314,2019,53,,,DORIAN,2019-09-04 12:00:00,TS,29.5,-79.6,90,963,hurdat_atl,main,133,133,O______________,hurdat_atl,AL052019,29.5,-79.6, ,HU,90,963,2,150,130,100,140,100,80,60,90,50,40,40,50,1012,220,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,110, , , , ,12,240,180,150,210,7,340
2019236N10314,2019,53,,,DORIAN,2019-09-04 15:00:00,TS,29.8,-79.7, , , ,main,139,139,P______________, ,AL052019,29.8,-79.7, ,HU,93,962,2,155,135,100,140,100,85,65,90,50,40,40,50,1012,225,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,255,210,180,195,6,350
2019236N10314,2019,53,,,DORIAN,2019-09-04 18:00:00,TS,30.1,-79.7,95,960,hurdat_atl,main,154,154,O______________,hurdat_atl,AL052019,30.1,-79.7, ,HU,95,960,2,160,140,100,140,100,90,70,90,50,40,40,50,1012,230,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,110, , , , ,12,270,240,210,180,6,355
2019236N10314,2019,53,,,DORIAN,2019-09-04 21:00:00,TS,30.4,-79.7, , , ,main,165,162,P______________, ,AL052019,30.4,-79.7, ,HU,98,958,3,160,145,100,130,100,90,70,90,50,45,45,50,1013,240,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,255,240,180,150,6,0
2019236N10314,2019,53,,,DORIAN,2019-09-05 00:00:00,TS,30.7,-79.7,100,955,hurdat_atl,main,162,151,O______________,hurdat_atl,AL052019,30.7,-79.7, ,HU,100,955,3,160,150,100,120,100,90,70,90,50,50,50,50,1013,250,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,240,240,150,120,7,5
2019236N10314,2019,53,,,DORIAN,2019-09-05 03:00:00,TS,31.0,-79.7, , , ,main,151,134,P______________, ,AL052019,31.0,-79.7, ,HU,100,957,3,165,150,100,105,100,90,70,80,50,50,50,50,1013,260,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,255,255,150,105,7,5
2019236N10314,2019,53,,,DORIAN,2019-09-05 06:00:00,TS,31.4,-79.6,100,958,hurdat_atl,main,134,110,O______________,hurdat_atl,AL052019,31.4,-79.6, ,HU,100,958,3,170,150,100,90,100,90,70,70,50,50,50,50,1013,270,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,270,270,150,90,8,20
2019236N10314,2019,53,,,DORIAN,2019-09-05 09:00:00,TS,31.8,-79.4, , , ,main,105,93,P______________, ,AL052019,31.8,-79.4, ,HU,100,958,3,170,150,100,90,100,90,70,65,50,50,50,50,1013,280,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,270,260,150,90,8,25
2019236N10314,2019,53,,,DORIAN,2019-09-05 12:00:00,TS,32.1,-79.2,100,958,hurdat_atl,main,93,72,O______________,hurdat_atl,AL052019,32.1,-79.2, ,HU,100,958,3,170,150,100,90,100,90,70,60,50,50,50,50,1013,290,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , ,12,270,250,150,90,7,25
2019236N10314,2019,53,,,DORIAN,2019-09-05 15:00:00,TS,32.4,-79.1, , , ,main,72,57,P______________, ,AL052019,32.4,-79.1, ,HU,98,958,3,170,170,115,90,100,90,75,60,50,50,50,45,1014,295,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,270,260,150,75,7,25
2019236N10314,2019,53,,,DORIAN,2019-09-05 18:00:00,TS,32.7,-78.9,95,958,hurdat_atl,main,57,57,O______________,hurdat_atl,AL052019,32.7,-78.9, ,HU,95,958,2,170,190,130,90,100,90,80,60,50,50,50,40,1014,300,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,115, , , , ,12,270,270,150,60,8,40
2019236N10314,2019,53,,,DORIAN,2019-09-05 21:00:00,TS,33.0,-78.5, , , ,main,68,55,P______________, ,AL052019,33.0,-78.5, ,HU,93,957,2,170,190,135,85,100,95,80,65,50,50,50,45,1014,300,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,285,285,225,55,11,50
2019236N10314,2019,53,,,DORIAN,2019-09-06 00:00:00,TS,33.4,-77.9,90,956,hurdat_atl,main,56,43,O______________,hurdat_atl,AL052019,33.4,-77.9, ,HU,90,956,2,170,190,140,80,100,100,80,70,50,50,50,50,1014,300,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,105, , , , ,12,300,300,300,50,11,50
2019236N10314,2019,53,,,DORIAN,2019-09-06 03:00:00,TS,33.7,-77.4, , , ,main,59,56,P______________, ,AL052019,33.7,-77.4, ,HU,90,956,2,175,190,140,80,100,105,80,70,50,55,50,50,1014,300,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,50
2019236N10314,2019,53,,,DORIAN,2019-09-06 06:00:00,TS,34.1,-76.9,90,956,hurdat_atl,main,63,24,O______________,hurdat_atl,AL052019,34.1,-76.9, ,HU,90,956,2,180,190,140,80,100,110,80,70,50,60,50,50,1014,300,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100, , , , , , , , , ,12,50
2019236N10314,2019,53,,,DORIAN,2019-09-06 09:00:00,TS,34.6,-76.3, , , ,main,21,21,P______________, ,AL052019,34.6,-76.3, ,HU,88,956,2,185,190,145,80,105,115,80,70,50,60,50,45,1014,300,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,45
2019236N10314,2019,53,,,DORIAN,2019-09-06 12:00:00,TS,35.1,-75.7,85,956,hurdat_atl,main,49,45,O______________,hurdat_atl,AL052019,35.1,-75.7, ,HU,85,956,2,190,190,150,80,110,120,80,70,50,60,50,40,1014,300,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100, , , , ,12,300,300,270,50,15,40
2019236N10314,2019,53,,,DORIAN,2019-09-06 12:30:00,TS,35.2,-75.6,85,956,hurdat_atl,main,45,35,V______________,hurdat_atl,AL052019,35.2,-75.6,L,HU,85,956,2,190,190,150,80,110,120,80,70,50,60,50,40,1014,300,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,300,308,270,50,18,50
2019236N10314,2019,53,,,DORIAN,2019-09-06 15:00:00,TS,35.7,-74.9, , , ,main,55,55,P______________, ,AL052019,35.7,-74.9, ,HU,85,956,2,199,195,155,89,110,125,85,75,50,55,45,45,1013,300,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,300,350,270,50,20,55
2019236N10314,2019,53,,,DORIAN,2019-09-06 18:00:00,TS,36.2,-73.7,85,956,hurdat_atl,main,167,167,O______________,hurdat_atl,AL052019,36.2,-73.7, ,HU,85,956,2,210,200,160,100,110,130,90,80,50,50,40,50,1012,300,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100, , , , ,12,300,400,270,50,22,60
2019236N10314,2019,53,,,DORIAN,2019-09-06 21:00:00,TS,36.8,-72.5, , , ,main,283,283,P______________, ,AL052019,36.8,-72.5, ,HU,85,956,2,215,200,165,115,110,135,90,80,50,45,45,50,1012,305,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,270,400,285,100,23,60
